îNåéì˙,éûçèÉRÅ[Éh,îÑÇËì¸éDó (kWh),îÉÇ¢ì¸éDó (kWh),ñÒíËëçó (kWh),ÉVÉXÉeÉÄÉvÉâÉCÉX(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåñk(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåãû(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜïî(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkó§(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXä÷êº(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXélçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXã„èB(â~/kWh),,ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøè„å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøâ∫å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøë¨ïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),ÉøämïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),,âÒîâ¬î\å¥âøëSçëíl(â~/kWh),âÒîâ¬î\å¥âøñkäCìπ(â~/kWh),âÒîâ¬î\å¥âøìåñk(â~/kWh),âÒîâ¬î\å¥âøìåãû(â~/kWh),âÒîâ¬î\å¥âøíÜïî(â~/kWh),âÒîâ¬î\å¥âøñkó§(â~/kWh),âÒîâ¬î\å¥âøä÷êº(â~/kWh),âÒîâ¬î\å¥âøíÜçë(â~/kWh),âÒîâ¬î\å¥âøélçë(â~/kWh),âÒîâ¬î\å¥âøã„èB(â~/kWh),,îÑÇËÉuÉçÉbÉNì¸éDëçó (kWh),îÑÇËÉuÉçÉbÉNñÒíËëçó (kWh),îÉÇ¢ÉuÉçÉbÉNì¸éDëçó (kWh),îÉÇ¢ÉuÉçÉbÉNñÒíËëçó (kWh),,FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjëSçëíl(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjñkäCìπ(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåñk(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåãû(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜïî(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjñkó§(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjä÷êº(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjélçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjã„èB(â~/kWh)
2021/04/17,4,18575650,20160650,16291300,7.00,6.81,6.81,6.81,6.81,6.81,6.81,6.81,6.81,6.81,,7.00,504.29,0.00,7.00,7.00,,7.00,6.83,6.81,6.81,6.81,6.81,6.81,6.81,6.81,6.81,,5602000,3344500,3265450,2585750,,7.00,6.81,6.82,6.81,6.81,6.81,6.81,6.81,6.81,6.81
2021/04/17,5,18641250,20179850,16274900,7.41,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,,7.41,504.29,0.00,7.41,7.41,,7.41,7.37,7.38,7.37,7.37,7.37,7.37,7.37,7.37,7.37,,5687600,3346100,3359550,2699950,,7.41,7.37,7.37,7.37,7.40,7.37,7.37,7.37,7.37,7.37
2021/04/17,6,18721800,20087600,16210700,7.41,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,,7.42,505.24,0.00,7.42,7.42,,7.42,7.38,7.48,7.38,7.36,7.37,7.37,7.37,7.37,7.37,,5834400,3347900,3242800,2583100,,7.42,7.37,7.38,7.37,7.44,7.37,7.37,7.37,7.37,7.37
2021/04/17,7,19339500,20078500,16261350,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,,7.44,505.27,0.00,7.44,7.44,,7.44,7.44,7.51,7.45,7.43,7.43,7.43,7.44,7.43,7.43,,6453750,3399750,3060300,2551100,,7.44,7.43,7.43,7.45,7.47,7.43,7.44,7.43,7.43,7.43
2021/04/17,8,19555300,20141000,16341600,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,,7.43,505.55,0.00,7.43,7.43,,7.43,7.44,7.47,7.43,7.43,7.43,7.43,7.45,7.43,7.43,,6589400,3399900,3085100,2590850,,7.43,7.43,7.43,7.44,7.45,7.43,7.43,7.43,7.43,7.43
2021/04/17,9,19900600,20233650,16498800,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,,7.44,506.23,0.00,7.44,7.44,,7.44,7.43,7.53,7.43,7.43,7.43,7.43,7.46,7.43,7.43,,6777300,3399800,3085750,2591250,,7.44,7.43,7.43,7.44,7.47,7.43,7.44,7.43,7.43,7.43
2021/04/17,10,20090500,20197450,16484200,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,,7.44,506.23,0.00,7.44,7.44,,7.44,7.43,7.50,7.43,7.43,7.43,7.43,7.46,7.43,7.43,,6981300,3399300,3099350,2605100,,7.44,7.43,7.43,7.44,7.46,7.43,7.44,7.43,7.43,7.43
2021/04/17,11,20291450,20220450,16451500,7.43,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,,7.43,505.63,0.00,7.43,7.43,,7.43,7.42,7.45,7.42,7.42,7.42,7.42,7.44,7.42,7.42,,7206450,3398950,3073350,2579300,,7.43,7.42,7.42,7.42,7.44,7.42,7.43,7.42,7.42,7.42
2021/04/17,12,21167100,20192250,16671700,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,,7.35,504.95,0.00,7.35,6.33,,7.35,7.36,7.20,7.36,7.36,7.36,7.36,7.36,7.37,7.36,,7558750,3397750,2959950,2465850,,7.35,7.36,7.36,7.32,7.36,7.36,7.36,7.36,7.36,7.36
2021/04/17,13,21345850,20053100,16619500,6.75,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,,6.76,507.49,0.00,6.76,6.76,,6.76,6.74,6.83,6.74,6.74,6.74,6.74,6.74,6.74,6.74,,7810900,3423400,2835400,2370750,,6.76,6.74,6.74,6.73,6.76,6.74,6.76,6.74,6.74,6.75
2021/04/17,14,21265050,20101450,16620950,6.51,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,,6.51,506.74,0.00,6.51,6.51,,6.51,6.37,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,,7931950,3424450,2717400,2236400,,6.51,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36
2021/04/17,15,21002750,20672650,16257950,6.66,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,,6.66,506.74,0.00,6.81,6.66,,6.66,6.61,6.54,6.56,6.56,6.56,6.56,6.56,6.56,6.57,,7994300,3377800,2727850,2226650,,6.66,6.56,6.57,6.56,6.57,6.56,6.56,6.56,6.56,6.56
2021/04/17,16,20822050,20850800,16142850,7.37,6.87,6.87,6.87,6.87,6.87,6.87,6.87,6.87,6.87,,7.36,506.05,0.00,7.38,7.36,,7.36,6.91,6.91,6.87,6.86,6.87,6.87,6.87,6.87,6.88,,8025050,3386050,2755300,2257300,,7.36,6.87,6.88,6.87,6.89,6.87,6.88,6.87,6.87,6.87
2021/04/17,17,20701850,21192500,16166500,7.58,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,,7.58,506.79,0.00,9.42,8.44,,7.58,7.41,7.42,7.39,7.39,7.39,7.39,7.39,7.39,7.39,,7678300,3231800,2977500,2318000,,7.58,7.39,7.39,7.39,7.40,7.39,7.39,7.39,7.39,7.39
2021/04/17,18,20819350,21845400,16230000,8.44,7.58,7.58,7.58,9.77,9.77,9.77,9.77,9.77,8.44,,8.43,506.19,0.00,15.46,15.01,,8.43,7.59,7.60,7.58,9.77,9.77,9.76,9.77,9.74,8.44,,7709900,3199900,3255250,2346100,,8.43,7.58,7.58,7.58,9.66,9.77,9.77,9.77,9.77,8.44
2021/04/17,19,21228550,22342950,16684600,8.24,7.38,7.38,7.38,7.38,9.39,9.39,9.39,9.39,8.44,,8.23,506.18,0.00,15.00,12.99,,8.23,7.40,7.47,7.39,7.38,9.39,9.39,9.38,9.38,8.44,,7619000,3201500,3417700,2273750,,8.23,7.38,7.38,7.41,7.39,9.39,9.39,9.39,9.38,8.44
2021/04/17,20,21506400,22443250,16721050,8.10,7.38,7.38,7.38,7.38,9.39,9.39,9.39,9.39,6.91,,8.09,506.17,0.00,13.98,10.30,,8.09,7.42,7.47,7.38,7.38,9.39,9.39,9.38,9.38,6.91,,7765300,3202300,3416100,2221150,,8.09,7.38,7.38,7.39,7.38,9.39,9.39,9.39,9.38,6.92
2021/04/17,21,20973450,22563450,16337650,8.30,7.40,7.40,7.40,10.13,10.13,10.13,10.13,10.13,6.91,,8.29,506.18,0.00,14.00,12.98,,8.29,7.44,7.50,7.41,10.12,10.13,10.12,10.13,10.09,6.91,,7770600,3202100,3505950,2211450,,8.29,7.40,7.41,7.42,10.06,10.13,10.12,10.13,10.13,6.91
2021/04/17,22,21057450,22691900,16397950,7.82,7.40,7.40,7.40,10.03,10.03,10.03,10.03,10.03,6.36,,7.83,507.39,0.00,8.45,8.45,,7.83,7.43,7.51,7.41,10.02,10.03,10.02,10.03,10.00,6.36,,7798550,3202050,3822000,2208400,,7.83,7.40,7.41,7.42,10.01,10.03,10.02,10.03,10.03,6.36
2021/04/17,23,21305350,23144400,16451800,7.78,7.41,7.41,7.41,8.30,8.30,8.30,8.30,8.30,6.36,,7.77,506.42,0.00,9.04,8.43,,7.77,7.44,7.34,7.40,8.27,8.30,8.30,8.31,8.30,6.36,,7995350,3202350,4090300,2099100,,7.77,7.41,7.41,7.38,8.30,8.30,8.30,8.30,8.30,6.38
2021/04/17,24,21398150,23270450,16551150,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,6.36,,7.41,507.07,0.00,8.44,7.92,,7.41,7.44,7.33,7.40,7.40,7.41,7.41,7.45,7.41,6.36,,7986900,3201400,4250050,2056550,,7.41,7.41,7.41,7.37,7.45,7.41,7.42,7.41,7.41,6.36
2021/04/17,25,21391300,22778300,16430550,7.40,7.40,7.40,7.40,7.40,7.40,7.40,7.40,7.40,6.36,,7.39,506.38,0.00,8.17,7.56,,7.39,7.43,7.31,7.39,7.39,7.40,7.40,7.43,7.40,6.36,,8096700,3202200,4038400,1867950,,7.39,7.40,7.40,7.38,7.41,7.40,7.40,7.40,7.40,6.36
2021/04/17,26,21432050,22558100,16417000,7.19,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,5.81,,7.19,507.07,0.00,7.40,7.19,,7.19,7.39,7.27,7.37,7.37,7.37,7.37,7.38,7.37,5.81,,8139600,3203100,3936700,1799900,,7.19,7.37,7.37,7.35,7.38,7.37,7.37,7.37,7.37,5.81
2021/04/17,27,21506300,22336900,16501150,7.36,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,5.81,,7.36,507.19,0.00,7.44,7.37,,7.36,7.40,7.39,7.37,7.37,7.37,7.37,7.37,7.37,5.81,,8243750,3303750,3524400,1786700,,7.36,7.37,7.38,7.36,7.38,7.37,7.37,7.37,7.37,5.82
2021/04/17,28,21407250,21664250,16438800,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,5.81,,7.36,506.50,0.00,8.43,7.84,,7.36,7.39,7.22,7.37,7.36,7.37,7.37,7.37,7.37,5.81,,8205250,3302750,3216250,1775000,,7.36,7.37,7.38,7.32,7.37,7.37,7.37,7.37,7.37,5.82
2021/04/17,29,21636850,21213150,16409600,7.19,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,5.81,,7.20,512.13,0.00,7.38,7.20,,7.20,7.39,7.42,7.37,7.37,7.37,7.37,7.37,7.37,5.81,,8467600,3312600,2866600,1725400,,7.20,7.37,7.38,7.37,7.37,7.37,7.37,7.37,7.37,5.82
2021/04/17,30,21663950,20948850,16339500,7.19,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,5.81,,7.20,512.13,0.00,7.38,7.20,,7.20,7.39,7.46,7.37,7.37,7.37,7.37,7.37,7.37,5.81,,8567150,3315350,2616550,1691550,,7.20,7.37,7.38,7.39,7.37,7.37,7.37,7.37,7.36,5.81
2021/04/17,31,21794350,20715050,16511650,7.37,7.39,7.39,7.39,6.93,6.93,6.93,6.93,6.93,6.36,,7.37,511.41,0.00,7.37,7.37,,7.37,7.40,7.44,7.39,6.93,6.93,6.93,6.93,6.94,6.36,,8524250,3316250,2462650,1658000,,7.37,7.39,7.39,7.40,6.94,6.93,6.93,6.93,6.94,6.36
2021/04/17,32,20983650,20551400,16105300,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,6.91,,7.44,512.10,0.00,8.15,8.06,,7.44,7.46,7.50,7.43,7.43,7.43,7.43,7.43,7.43,6.91,,8133900,3341600,2294100,1527350,,7.44,7.43,7.44,7.45,7.43,7.43,7.43,7.43,7.43,6.91
2021/04/17,33,20855100,20867450,16693400,7.29,7.29,7.29,7.29,6.74,6.74,6.74,6.74,6.74,6.74,,7.29,507.07,0.00,7.29,7.29,,7.29,7.30,7.33,7.29,6.74,6.74,6.74,6.74,6.75,6.74,,7589650,3506350,2282300,1691600,,7.29,7.29,7.29,7.30,6.74,6.74,6.75,6.74,6.74,6.74
2021/04/17,34,20641950,20929450,16814100,7.29,7.29,7.29,7.29,6.81,6.81,6.81,6.81,6.81,6.81,,7.32,507.72,0.00,7.75,7.40,,7.32,7.29,7.47,7.29,6.81,6.81,6.81,7.11,6.82,6.81,,7052600,3608800,2233300,1749450,,7.32,7.29,7.29,7.36,6.85,6.81,6.86,6.81,6.81,6.85
2021/04/17,35,20865550,21215650,16703550,7.45,8.14,7.78,7.78,6.91,6.91,6.91,6.91,6.91,6.91,,7.45,506.84,0.00,7.92,7.45,,7.45,8.14,7.78,7.77,6.91,6.91,6.91,7.02,6.92,6.91,,7412000,3687700,2340650,1894300,,7.45,8.14,7.78,7.78,6.92,6.91,6.92,6.92,6.91,6.91
2021/04/17,36,20986400,21604000,16715800,8.11,10.89,8.11,8.11,8.11,8.11,8.11,8.11,8.11,7.45,,8.11,506.93,0.00,9.72,8.11,,8.11,10.90,8.12,8.11,8.11,8.11,8.11,8.12,8.11,7.45,,7638200,3744100,2489700,2170850,,8.11,10.90,8.11,8.11,8.11,8.11,8.12,8.11,8.11,7.45
2021/04/17,37,21376300,21942000,17042350,8.76,10.89,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.57,,8.77,507.77,0.00,9.24,8.77,,8.77,10.91,8.86,8.76,8.76,8.76,8.76,8.75,8.76,8.57,,7832100,3871800,2478050,2225550,,8.77,10.91,8.77,8.77,8.75,8.76,8.76,8.85,8.76,8.57
2021/04/17,38,21504500,22056250,17057150,9.42,10.89,9.72,9.72,9.72,9.72,9.72,9.72,9.72,8.57,,9.42,507.97,0.00,9.42,9.42,,9.42,10.92,9.72,9.71,9.71,9.72,9.72,9.68,9.71,8.57,,7990800,3876500,2477050,2301050,,9.42,10.93,9.72,9.70,9.68,9.72,9.72,9.72,9.72,8.57
2021/04/17,39,21360150,22025400,17052600,8.57,10.89,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57,,8.58,509.89,0.00,9.73,8.58,,8.58,10.90,8.67,8.57,8.57,8.57,8.57,8.57,8.57,8.57,,7808650,3878350,2462950,2290500,,8.58,10.91,8.58,8.59,8.57,8.57,8.58,8.57,8.57,8.57
2021/04/17,40,21233650,22011300,17021050,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,,8.45,509.90,0.00,8.91,8.45,,8.45,8.49,8.54,8.44,8.44,8.57,8.44,8.44,8.44,8.44,,7638200,3803900,2650600,2453150,,8.45,8.51,8.45,8.45,8.47,8.44,8.45,8.44,8.44,8.44
2021/04/17,41,20916300,21742500,16745800,7.62,8.52,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,,7.64,510.63,0.00,8.60,7.64,,7.64,8.52,7.67,7.50,7.50,7.77,7.50,7.54,7.50,7.50,,7522450,3777150,2682500,2450750,,7.64,8.52,7.50,7.53,7.54,7.50,7.51,7.50,7.64,7.50
2021/04/17,42,20410100,21497250,16684350,7.45,7.45,7.45,7.45,7.45,7.45,7.45,7.45,7.45,7.45,,7.46,509.98,0.00,7.51,7.37,,7.46,7.45,7.58,7.45,7.45,7.57,7.45,7.47,7.45,7.45,,7298100,3700800,2644500,2403250,,7.46,7.45,7.45,7.48,7.48,7.45,7.45,7.45,7.47,7.45
2021/04/17,43,19925500,21007100,16346250,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,,7.40,510.67,0.00,7.44,7.40,,7.40,7.38,7.46,7.38,7.38,7.75,7.38,7.39,7.38,7.38,,7049300,3597000,2600350,2334850,,7.40,7.38,7.39,7.40,7.43,7.38,7.38,7.38,7.46,7.38
2021/04/17,44,19910200,20853900,16211600,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,,7.39,510.68,0.00,7.40,7.39,,7.39,7.38,7.46,7.37,7.37,7.72,7.37,7.38,7.37,7.37,,7000300,3432000,2720950,2468950,,7.39,7.37,7.37,7.39,7.45,7.37,7.38,7.37,7.38,7.37
2021/04/17,45,19586950,20745150,16096150,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,,7.39,509.98,0.00,7.45,7.39,,7.39,7.38,7.48,7.38,7.38,7.49,7.38,7.39,7.38,7.38,,6810000,3379000,2808200,2583000,,7.39,7.38,7.38,7.39,7.41,7.38,7.38,7.38,7.39,7.38
2021/04/17,46,19388500,20413100,15980800,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,6.91,,7.38,510.68,0.00,7.38,6.10,,7.38,7.36,7.66,7.36,7.36,7.72,7.36,7.38,7.36,6.91,,6623300,3270800,2777600,2545400,,7.38,7.36,7.36,7.37,7.54,7.36,7.36,7.36,7.43,6.91
2021/04/17,47,18883300,19996100,15820600,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,,6.75,510.05,0.00,6.92,6.75,,6.75,6.74,6.85,6.74,6.74,6.90,6.74,6.77,6.74,6.74,,6211950,3199950,2669950,2440750,,6.75,6.74,6.76,6.75,6.77,6.74,6.75,6.74,6.75,6.76
2021/04/17,48,17356000,19235900,15030600,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,,6.38,508.79,0.00,6.93,6.38,,6.38,6.36,6.36,6.36,6.36,6.50,6.36,6.46,6.36,6.36,,5385950,3196450,2113950,1881750,,6.38,6.36,6.36,6.37,6.43,6.36,6.37,6.36,6.38,6.38
2021/04/18,1,16973900,18369000,14762200,6.05,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,,6.06,506.22,0.00,7.40,6.46,,6.06,5.82,5.81,5.81,5.81,6.08,5.81,5.81,5.81,5.81,,5005150,3067050,1019950,652500,,6.06,5.81,5.83,5.81,5.85,5.81,5.81,5.81,5.81,5.81
2021/04/18,2,17961600,18639250,14716900,5.81,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,,5.82,506.57,0.00,7.37,5.83,,5.82,5.70,5.69,5.69,5.69,6.02,5.69,5.69,5.69,5.69,,6081200,3145700,1387600,854200,,5.82,5.69,5.71,5.69,5.73,5.69,5.70,5.69,5.69,5.69
2021/04/18,3,18567600,18487750,14621400,5.68,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,,5.69,507.12,0.00,7.03,5.69,,5.69,5.58,5.54,5.54,5.54,5.85,5.54,5.54,5.54,5.54,,6664350,3149350,1435650,930200,,5.69,5.54,5.56,5.54,5.62,5.54,5.54,5.54,5.54,5.54
2021/04/18,4,18806650,18333550,14574200,5.68,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,,5.69,507.12,0.00,6.75,5.69,,5.69,5.63,5.56,5.56,5.56,5.80,5.56,5.56,5.56,5.56,,6985200,3151700,1492700,1032100,,5.69,5.56,5.59,5.56,5.63,5.56,5.56,5.56,5.56,5.56
2021/04/18,5,18742700,18246650,14638450,5.85,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,,5.86,507.10,0.00,6.66,5.82,,5.86,5.87,5.81,5.81,5.81,5.97,5.81,5.81,5.81,5.81,,6927200,2952700,1526200,1099100,,5.86,5.81,5.84,5.82,5.84,5.81,5.81,5.81,5.81,5.81
2021/04/18,6,18636050,18050050,14445150,6.04,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,,6.05,507.07,0.00,6.67,6.05,,6.05,5.92,5.85,5.85,5.85,6.08,5.85,5.85,5.85,5.85,,6846200,2779200,1550800,1176200,,6.05,5.85,5.88,5.86,5.90,5.85,5.86,5.85,5.85,5.85
2021/04/18,7,19304800,18022100,14297350,6.81,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,,6.81,506.23,0.00,7.29,6.05,,6.81,6.12,6.05,6.05,6.05,6.25,6.05,6.05,6.05,6.05,,7464250,2580750,1657050,1282200,,6.81,6.05,6.06,6.06,6.12,6.05,6.05,6.05,6.05,6.05
2021/04/18,8,19293950,17872400,14123550,6.86,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,,6.86,506.23,0.00,7.29,6.05,,6.86,6.13,6.05,6.05,6.05,6.11,6.06,6.05,6.05,6.05,,7401700,2355200,1666700,1291700,,6.86,6.06,6.05,6.06,6.09,6.05,6.05,6.05,6.07,6.05
2021/04/18,9,19498250,17715650,14090550,6.36,5.91,5.91,5.91,5.91,6.05,6.05,6.05,6.05,6.05,,6.37,507.03,0.00,7.37,6.37,,6.37,5.99,5.91,5.91,5.91,6.25,6.06,6.05,6.05,6.05,,7383000,2105000,1667700,1292200,,6.37,5.91,5.94,5.91,5.93,6.05,6.11,6.05,6.07,6.05
2021/04/18,10,19806300,17362950,13728450,6.45,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,,6.46,507.63,0.00,7.37,6.67,,6.46,6.21,6.14,6.14,6.14,6.28,6.14,6.14,6.14,6.14,,7703200,1829200,1667900,1292200,,6.46,6.14,6.16,6.15,6.19,6.14,6.14,6.14,6.14,6.14
2021/04/18,11,20043400,16894600,13561550,6.22,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,,6.23,507.66,0.00,7.43,7.37,,6.23,6.12,6.05,6.05,6.05,6.24,6.05,6.05,6.05,6.05,,7912450,1553950,1660650,1285200,,6.23,6.05,6.06,6.06,6.10,6.05,6.07,6.05,6.05,6.05
2021/04/18,12,20514450,16895700,13463750,6.25,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,,6.26,507.66,0.00,7.22,6.26,,6.26,6.15,6.05,6.05,6.05,6.21,6.05,6.05,6.05,6.05,,8278250,1452750,1635750,1160400,,6.26,6.05,6.10,6.06,6.08,6.05,6.05,6.05,6.05,6.05
2021/04/18,13,21272500,16388800,12892600,5.53,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,,5.55,508.74,0.00,6.68,5.65,,5.55,5.62,5.41,5.41,5.41,5.61,5.41,5.41,5.41,5.41,,8952850,1431850,1549700,974250,,5.55,5.41,5.47,5.42,5.48,5.41,5.41,5.41,5.41,5.41
2021/04/18,14,22388500,16304400,13377650,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,,5.30,507.81,0.00,5.50,5.16,,5.30,5.37,5.29,5.29,5.29,5.46,5.29,5.29,5.29,5.29,,9505500,1405000,1458600,958600,,5.30,5.29,5.33,5.29,5.32,5.29,5.29,5.29,5.29,5.29
2021/04/18,15,22862850,14988350,13112850,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,,4.89,507.95,0.00,5.36,4.89,,4.89,4.92,4.88,4.88,4.88,5.05,4.88,4.88,4.88,4.88,,10010850,1407100,1134200,722200,,4.89,4.88,4.90,4.90,4.89,4.88,4.88,4.88,4.88,4.88
2021/04/18,16,24566950,14804000,13732550,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29,0.01,,4.29,506.91,0.00,4.88,4.13,,4.29,4.34,4.29,4.29,4.29,4.32,4.29,4.29,4.29,0.01,,10875750,1410050,963100,664100,,4.29,4.29,4.30,4.29,4.30,4.29,4.29,4.29,4.29,0.01
2021/04/18,17,26625250,15040850,14230450,4.08,4.32,4.32,4.32,1.00,1.00,1.00,1.00,1.00,0.01,,4.09,508.08,0.00,4.55,3.01,,4.09,4.50,4.32,4.32,1.00,1.00,1.00,1.00,1.00,0.01,,11797550,1422100,860400,697400,,4.09,4.33,4.34,4.32,1.00,1.00,1.00,1.01,1.00,0.01
2021/04/18,18,28214850,15131650,14670000,0.01,4.19,4.19,4.19,0.01,0.01,0.01,0.01,0.01,0.01,,0.03,1520.73,0.00,3.30,0.03,,0.03,4.27,4.18,4.19,0.01,0.01,0.01,0.03,0.01,0.01,,12434850,1423650,1027550,977550,,0.03,4.17,4.20,4.19,0.01,0.01,0.02,0.01,0.01,0.01
2021/04/18,19,29184300,15728550,15063350,0.01,4.17,4.17,4.24,4.24,4.24,4.24,4.24,4.24,0.01,,0.03,1520.73,0.00,12.72,0.03,,0.03,4.25,4.16,4.24,4.24,4.24,4.24,4.24,4.24,0.01,,12727100,1374300,1250950,1150950,,0.03,4.15,4.18,4.24,4.24,4.24,4.24,4.24,4.24,0.01
2021/04/18,20,29691500,15425000,15028750,0.01,1.00,1.00,4.06,4.03,4.03,4.03,4.03,4.03,0.01,,0.02,1013.82,0.00,0.02,0.02,,0.02,1.11,1.00,4.06,4.02,4.03,4.03,4.03,4.03,0.01,,12889100,1327350,1211350,1073850,,0.02,1.05,1.01,4.06,4.03,4.03,4.02,4.03,4.03,0.01
2021/04/18,21,29186700,15231400,14905950,0.01,0.01,0.01,4.06,2.00,2.00,2.00,2.00,2.00,0.01,,0.01,506.84,0.00,0.01,0.01,,0.01,0.02,0.01,4.06,2.00,2.00,2.00,2.00,2.00,0.01,,12013800,1271400,1308650,1171150,,0.01,0.02,0.01,4.06,2.00,2.00,2.00,2.00,2.00,0.01
2021/04/18,22,28663900,15235500,14957500,0.01,0.01,0.01,4.06,4.02,4.02,4.02,4.02,4.02,0.01,,0.01,506.84,0.00,0.01,0.01,,0.01,0.02,0.01,4.06,4.01,4.02,4.02,4.02,4.02,0.01,,11384600,1272300,1239100,1122100,,0.01,0.02,0.01,4.06,4.02,4.02,4.02,4.02,4.02,0.01
2021/04/18,23,30252800,15157750,14947800,0.01,0.01,0.01,4.06,2.00,2.00,2.00,2.00,2.00,0.01,,0.01,506.84,0.00,0.01,0.01,,0.01,0.02,0.01,4.06,2.00,2.00,2.00,2.00,2.00,0.01,,12877150,1273250,1291350,1179350,,0.01,0.02,0.01,4.06,2.00,2.00,2.00,2.00,2.00,0.01
